id,c_claveunidad,nombre,descripcion,nota,fecha_de_inicio_de_vigencia,fecha_de_fin_de_vigencia,simbolo
catalogos_clave_unidad440,C61,Ohm metro,,,2017-01-01,,Ω·m
catalogos_clave_unidad441,C62,Uno,Sinónimo: unidad,,2017-01-01,,1
catalogos_clave_unidad442,C63,Pársec,Es una unidad de medida astronómica bastante utilizada para calcular grandes distancias entre objetos. ,,2017-01-01,,pc
catalogos_clave_unidad443,C64,Pascal por kelvin,,,2017-01-01,,Pa/K
catalogos_clave_unidad444,C65,Pascal segundo,"Es la viscosidad dinámica de un fluido homogéneo, en el cual, el movimiento rectilíneo y uniforme de una superficie plana de 1 metro cuadrado, da lugar a una fuerza retardatriz de 1 newton, cuando hay una diferencia de velocidad de 1 metro por segundo entre dos planos paralelos separados por 1 metro de distancia.",,2017-01-01,,Pa·s
catalogos_clave_unidad445,C66,Segundos pascal por metro cúbico,,,2017-01-01,,Pa·s/m³
catalogos_clave_unidad446,C67,Segundos pascal por metro ,,,2017-01-01,,Pa· s/m
catalogos_clave_unidad447,C68,Petajoule,,,2017-01-01,,PJ
catalogos_clave_unidad448,C69,Phon,"Unidad de volumen del sonido subjetivo. Un sonido tiene p phons de sonoridad si se parece al oyente a ser iguales en intensidad, con el sonido de un tono puro de frecuencia 1 kilohertz y de la fuerza p decibelios.",,2017-01-01,,
catalogos_clave_unidad449,C7,Centipoise,,,2017-01-01,,cP
catalogos_clave_unidad450,C70,Picoamperio,,,2017-01-01,,pA
catalogos_clave_unidad451,C71,PicoCulombio,,,2017-01-01,,pC
catalogos_clave_unidad452,C72,Picofaradio por metro,,,2017-01-01,,pF/m
catalogos_clave_unidad453,C73,Picohenry,,,2017-01-01,,pH
catalogos_clave_unidad454,C74,Kilobits por segundo,Unidad de información igual a 10 ³  (1000) bits (dígitos binarios) por segundo.,,2017-01-01,,kbit/s
catalogos_clave_unidad455,C75,Picowatt,,,2017-01-01,,pW
catalogos_clave_unidad456,C76,Picowatt  por metro cuadrado,Es igual a la trillonésima parte de un vatio (10−12).,,2017-01-01,,pW/m²
catalogos_clave_unidad457,C77,Calibre de libra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad458,C78,Libra fuerza,,,2017-01-01,,lbf
catalogos_clave_unidad459,C79,Kilovoltios horas amperios,Unidad de energía acumulada de 1000 amperios voltioios durante un período de una hora.,,2017-01-01,,kVAh
catalogos_clave_unidad460,C8,MilliCulombio por kilogramo,,,2017-01-01,,mC/kg
catalogos_clave_unidad461,C80,Rad,,,2017-01-01,,rad
catalogos_clave_unidad462,C81,Radián,"Es la unidad de medida de un ángulo con vértice en el centro de un círculo cuyos lados son cortados por el arco de la circunferencia, y que además dicho arco tiene una longitud igual a la del radio.",,2017-01-01,,rad
catalogos_clave_unidad463,C82,Radianmetro cuadrado por Mol,,,2017-01-01,,rad·m²/mol
catalogos_clave_unidad464,C83,Rradian metro cuadrado por kilogramo,,,2017-01-01,,rad·m²/kg
catalogos_clave_unidad465,C84,Radían por metro,,,2017-01-01,,rad/m
catalogos_clave_unidad466,C85,Reciprocidad Ámstrong,,,2017-01-01,,Å⁻¹
catalogos_clave_unidad467,C86,Reciprocidad del metro cúbico,,,2017-01-01,,m⁻³
catalogos_clave_unidad468,C87,Reciprocidad metro cúbico por segundo,Sinonimo: Reciprocidad del segundo por metro cúbico.,,2017-01-01,,m⁻³/s
catalogos_clave_unidad469,C88,Recíproco joule por metro cúbico,,,2017-01-01,,eV⁻¹/m³
catalogos_clave_unidad470,C89,Henry recíproco,,,2017-01-01,,H⁻¹
catalogos_clave_unidad471,C9,Grupo bobinas,Unidad de conteo que define el número de grupos de bobinas (grupo bobina: grupos de elementos dispuestos por longitudes de los objetos colocados en una secuencia de círculos concéntricos unido).,,2017-01-01,,
catalogos_clave_unidad472,C90,Recíproco Henry,,,2017-01-01,,J⁻¹/m³
catalogos_clave_unidad473,C91,Recíprocidad de kelvin ó kelvin a la potencia menos 1,,,2017-01-01,,K⁻¹
catalogos_clave_unidad474,C92,Reciprocidad Metro,,,2017-01-01,,m⁻¹
catalogos_clave_unidad475,C93,Reciprocidad Metro cuadrado,Sinónimo: Reciprocidad de metro cuadrado,,2017-01-01,,m⁻²
catalogos_clave_unidad476,C94,Reciprocidad Minuto,,,2017-01-01,,min⁻¹
catalogos_clave_unidad477,C95,Reciprocidad Mol,Es una propiedad física definida como su masa por unidad de cantidad de sustancia.,,2017-01-01,,mol⁻¹
catalogos_clave_unidad478,C96,Reciprocidad Pascal o pascal a la potencia menos 1 ,,,2017-01-01,,Pa⁻¹
catalogos_clave_unidad479,C97,Reciprocidad Segundo,,,2017-01-01,,s⁻¹
catalogos_clave_unidad480,C98,Segundo recíproco por metro cúbico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,S $ ^ {1} $ / m $ ³ $
catalogos_clave_unidad481,C99,Reciprocidad Segundo por metro cuadrado,,,2017-01-01,,s⁻¹/m²
catalogos_clave_unidad482,CCT,Capacidad de carga en toneladas métricas,"Unidad de masa que define la capacidad de carga, expresada como el número de toneladas métricas.",,2017-01-01,,
catalogos_clave_unidad483,CDL,Candela,"La candela es una de las unidades básicas del Sistema Internacional, de intensidad luminosa.",,2017-01-01,,cd
catalogos_clave_unidad484,CE,Cada mes,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad485,CEL,Grados celsius,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),,2017-01-01,,°C
catalogos_clave_unidad486,CEN,Centenar,Una unidad de recuento de definir el número de unidades en múltiplos de 100.,,2017-01-01,,
catalogos_clave_unidad487,CG,Tarjeta,Unidad de conteo que define el número de unidades de la tarjeta (tarjeta: papel rígido grueso o cartón).,,2017-01-01,,
catalogos_clave_unidad488,CGM,Centígramo,,,2017-01-01,,cg
catalogos_clave_unidad489,CK,Conector,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad490,CKG,Culombio por kilogramo,,,2017-01-01,,C/kg
catalogos_clave_unidad491,CLF,Cientos de hojas,"Una unidad de recuento de definir el número de hojas, expresado en unidades de cien hojas.",,2017-01-01,,
catalogos_clave_unidad492,CLT,Centilitro,"Medida de volumen, de símbolo cl, que es igual a la centésima parte de un litro.",,2017-01-01,,cl
catalogos_clave_unidad493,CMK,Centímetro cuadrado,"Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.",,2017-01-01,,cm²
catalogos_clave_unidad494,CMQ,Centímetro cúbico,"Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.",,2017-01-01,,cm³
catalogos_clave_unidad495,CMT,Centímetro,Es una unidad de longitud. Es el segundo submúltiplo del metro y equivale a la centésima parte de él.,,2017-01-01,,cm
catalogos_clave_unidad496,CNP,Cientos de paquetes,Unidad de recuento para definir el número de cientos de paquetes (cien paquete: conjunto de un centenar de artículos empaquetados juntos).,,2017-01-01,,
catalogos_clave_unidad497,CNT,Cental (UK),Una unidad de masa igual a cien  kilos (EUA).,,2017-01-01,,
catalogos_clave_unidad498,COU,Culombio,Es la cantidad de electricidad transportada en 1 segundo por una corriente de intensidad 1 amperio. ,,2017-01-01,,C
catalogos_clave_unidad499,CTG,Contenido en gramos,Unidad de masa que define el número de gramos de un elemento con nombre en un producto.,,2017-01-01,,
catalogos_clave_unidad500,CTM,Quilatage métrico,Es una unidad de masa igual a 200  mg y se utiliza para la medición de las piedras preciosas y perlas .,,2017-01-01,,
catalogos_clave_unidad501,CTN,Tonelada de contenido (métrica),Unidad de masa que define el número de toneladas métricas de un elemento con nombre en un producto.,,2017-01-01,,
catalogos_clave_unidad502,CUR,Curie,"El Curie (Ci) es la unidad antigua de medida de radiactividad, definida como la actividad de in gramo del isótopo Ra-226, su equivalencia es: 1Ci = 3,7 1010 Bq.",,2017-01-01,,Ci
catalogos_clave_unidad503,CWA,Hundred pound,,,2017-01-01,,cwt (US)
catalogos_clave_unidad504,CWI,Hundredweight,,,2017-01-01,,cwt (UK)
catalogos_clave_unidad505,CZ,Combo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad506,D03,Kilovatio hora por hora,Unidad de energía acumulada en mil vatios durante un período de una hora.,,2017-01-01,,kW·h/h
catalogos_clave_unidad507,D04,Lot [unidad de peso],Unidad de peso igual a aproximadamente media onza o 15 gramos.,,2017-01-01,,
catalogos_clave_unidad508,D1,Segundo recíproco por estereorradián,,,2017-01-01,,s⁻¹/sr
catalogos_clave_unidad509,D10,Siemens por metro,,,2017-01-01,,S/m
catalogos_clave_unidad510,D11,Mebibit,Una unidad de información igual a 2²⁰ (1048576) bits (dígitos binarios).,,2017-01-01,,Mibit
catalogos_clave_unidad511,D12,Siemens metro cuadrado por Mol,,,2017-01-01,,S·m²/mol
catalogos_clave_unidad512,D13,Sievert,,,2017-01-01,,Sv
catalogos_clave_unidad513,D14,Yarda mil lineal,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad514,D15,Sone,Una unidad de volumen del sonido subjetivo. Un sone es la intensidad de un tono puro de la frecuencia y la fuerza de un kilohertz 40 decibelios.,,2017-01-01,,
catalogos_clave_unidad515,D16,Centimetro cuadrado por erg,,,2017-01-01,,cm²/erg
catalogos_clave_unidad516,D17,Centimetro cuadrado por esteroradian erg,,,2017-01-01,,cm²/(sr·erg)
catalogos_clave_unidad517,D18,Metro kelvin,,,2017-01-01,,m·K
catalogos_clave_unidad518,D19,Metro cuadrado kelvin por watt.,,,2017-01-01,,m²·K/W
catalogos_clave_unidad519,D2,Segundo recíproco por estereorradián metro cuadrado,,,2017-01-01,,s⁻¹/(sr·m²)
catalogos_clave_unidad520,D20,Metro cuadrado por joule,,,2017-01-01,,m²/J
catalogos_clave_unidad521,D21,Metro cuadrado por kilogramo,,,2017-01-01,,m²/kg
catalogos_clave_unidad522,D22,Metro cuadrado por Mol,,,2017-01-01,,m²/mol
catalogos_clave_unidad523,D23,Gramo pluma (proteína),Unidad de recuento pata definir el número de gramos de aminoácidos  prescritos para la terapia parenteral y terapia enteral.,,2017-01-01,,
catalogos_clave_unidad524,D24,Metro cuadrado por esteroradian,,,2017-01-01,,m²/sr
catalogos_clave_unidad525,D25,Metro cuadrado por esteroradian joule,,,2017-01-01,,m²/(sr·J)
catalogos_clave_unidad526,D26,Metro cuadrado por voltiosegundo,,,2017-01-01,,m²/(V·s)
catalogos_clave_unidad527,D27,Estereorradían,Es la unidad que mide angulos solidos,,2017-01-01,,sr
catalogos_clave_unidad528,D28,sifón,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad529,D29,Terahertz,Se refiere a las ondas electromagnéticas que se propagan en las frecuencias en el rango de los terahercios.,,2017-01-01,,THz
catalogos_clave_unidad530,D30,Terajoule,,,2017-01-01,,TJ
catalogos_clave_unidad531,D31,Terawatt,,,2017-01-01,,TW
catalogos_clave_unidad532,D32,Terawatt hora ,,,2017-01-01,,TW·h
catalogos_clave_unidad533,D33,Tesla,"Es la inducción magnética uniforme que, repartida normalmente sobre una superficie de 1 metro cuadrado, produce a través de esta superficie un flujo magnético total de 1 weber. ",,2017-01-01,,T
catalogos_clave_unidad534,D34,Tex,Enidad de medida utilizada para medir la densidad o la masa lineal de una fibra.,,2017-01-01,,tex (g/km)
catalogos_clave_unidad535,D35,Calorías (termoquímicas),,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,º cal
catalogos_clave_unidad536,D36,Megabit,unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s.,,2017-01-01,,Mbit
catalogos_clave_unidad537,D37,Calorías (termoquímicas) por gramo de kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,º cal / (g · K)
catalogos_clave_unidad538,D38,Calorías (termoquímicas) por segundo centímetro kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,º cal / (s · cm · K)
catalogos_clave_unidad539,D39,Calorías (termoquímicas) por segundo centímetro cuadrado kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,º cal / (s · cm² · K)
catalogos_clave_unidad540,D40,Mil litros,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad541,D41,Tonelada por metro cúbico,,,2017-01-01,,t/m³
catalogos_clave_unidad542,D42,Año tropical,Unidad de tiempo equivalente a 365.242 19 días. Sinónimo: año solar.,,2017-01-01,,y (tropical)
catalogos_clave_unidad543,D43,Unidad de masa atómica unificada,,,2017-01-01,,u
catalogos_clave_unidad544,D44,Var,El nombre de la unidad es un acrónimo de volt-amperio-reactive.,,2017-01-01,,var
catalogos_clave_unidad545,D45,Voltio cuadrado por kelvin cuadrado,,,2017-01-01,,V²/K²
catalogos_clave_unidad546,D46,Voltioio-amperio,,,2017-01-01,,V·A
catalogos_clave_unidad547,D47,Voltio por centímetro,,,2017-01-01,,V/cm
catalogos_clave_unidad548,D48,Voltio por Kelvin ,,,2017-01-01,,V/K
catalogos_clave_unidad549,D49,Millivoltio por Kelvin ,,,2017-01-01,,mV/K
catalogos_clave_unidad550,D5,Kilogramo por centímetro cuadrado,,,2017-01-01,,kg/cm²
catalogos_clave_unidad551,D50,Voltio por metro,"Es la intensidad de un campo eléctrico, que ejerce una fuerza de 1 newton sobre un cuerpo cargado con una cantidad de electricidad de 1 coulomb.",,2017-01-01,,V/m
catalogos_clave_unidad552,D51,Voltio por milímetro,,,2017-01-01,,V/mm
catalogos_clave_unidad553,D52,Watt por kelvin,,,2017-01-01,,W/K
catalogos_clave_unidad554,D53,Watt por metro kelvin,"Es la conductividad térmica de un cuerpo homogéneo isótropo, en la que una diferencia de temperatura de 1 kelvin entre dos planos paralelos, de área 1 metro cuadrado y distantes 1 metro, produce entre estos planos un flujo térmico de 1 watt.",,2017-01-01,,W/(m·K)
catalogos_clave_unidad555,D54,Watt por metro cuadrado,,,2017-01-01,,W/m²
catalogos_clave_unidad556,D55,Watt por metro cuadrado kelvin,,,2017-01-01,,W/(m²·K)
catalogos_clave_unidad557,D56,Watt por metro cuadrado kelvin a la cuarta potencia,,,2017-01-01,,W/(m²·K⁴)
catalogos_clave_unidad558,D57,Watt por estereorradián,,,2017-01-01,,W/sr
catalogos_clave_unidad559,D58,Watt por estereorradián metro cuadrado,,,2017-01-01,,W/(sr·m²)
catalogos_clave_unidad560,D59,Weber por metro,,,2017-01-01,,Wb/m
catalogos_clave_unidad561,D6,Roentgen por segundo,,,2017-01-01,,R/s
catalogos_clave_unidad562,D60,Weber por milímetro,,,2017-01-01,,Wb/mm
catalogos_clave_unidad563,D61,Minuto [unidad de ángulo],Es una sexagesima parte de un grado.,,2017-01-01,,'
catalogos_clave_unidad564,D62,Segundo [unidad de ángulo],Es una unidad de medida angular. Su valor equivale a 1/60 del minuto de arco y a 1/3600 del grado sexagesimal.,,2017-01-01,,""""
catalogos_clave_unidad565,D63,Libro,Unidad de recuento para definir el número de libros (libro: conjunto de elementos unidos entre sí o documento de un material escrito).,,2017-01-01,,
catalogos_clave_unidad566,D64,bloquear,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad567,D65,Redondo,Unidad de recuento para definir el número de rondas (redondos: un objeto circular o cilíndrico).,,2017-01-01,,
catalogos_clave_unidad568,D66,casete,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad569,D67,Dólar por hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad570,D68,Número de palabras,Unidad de recuento para definir el número de palabras.,,2017-01-01,,
catalogos_clave_unidad571,D69,Pulgada a la cuarta potencia,,,2017-01-01,,in⁴
catalogos_clave_unidad572,D7,Sandwich,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad573,D70,Calorías (tabla internacional),,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Cal TI
catalogos_clave_unidad574,D71,Calorías (tabla internacional) por segundo centímetro kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,cal TI / (s · cm · K)
catalogos_clave_unidad575,D72,Calorías (tabla internacional) por segundo centímetro cuadrado kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Cal TI / (s · cm² · K)
catalogos_clave_unidad576,D73,Joule metro cuadrado,,,2017-01-01,,J·m²
catalogos_clave_unidad577,D74,Kilogramo por Mol,,,2017-01-01,,kg/mol
catalogos_clave_unidad578,D75,Calorías (tabla internacional) por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,cal IT / g
catalogos_clave_unidad579,D76,Calorías (tabla internacional) por gramo de kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,cal IT / (g · K)
catalogos_clave_unidad580,D77,MegaCulombio,,,2017-01-01,,MC
catalogos_clave_unidad581,D78,Megajoule por segundo,Unidad de energía acumulada igual a un millón de julios por segundo.,,2017-01-01,,MJ/s
catalogos_clave_unidad582,D79,Viga,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad583,D8,Draize score,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad584,D80,Microwatt,,,2017-01-01,,µW
catalogos_clave_unidad585,D81,Microtesla,,,2017-01-01,,µT
catalogos_clave_unidad586,D82,Microvoltio,,,2017-01-01,,µV
catalogos_clave_unidad587,D83,Milinewton metro,,,2017-01-01,,mN·m
catalogos_clave_unidad588,D85,Microwatt por metro cuadrado,Es equivalente a una millonésima parte de un vatio.,,2017-01-01,,µW/m²
catalogos_clave_unidad589,D86,MiliCulombio,,,2017-01-01,,mC
catalogos_clave_unidad590,D87,MiliMol por kilogramo,,,2017-01-01,,mmol/kg
catalogos_clave_unidad591,D88,MiliCulombio por metro cúbico,,,2017-01-01,,mC/m³
catalogos_clave_unidad592,D89,MiliCulombio por metro cuadrado,,,2017-01-01,,mC/m²
catalogos_clave_unidad593,D9,Dyne por centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn / cm²
catalogos_clave_unidad594,D90,Metro cúbico (neta),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad595,D91,Rem,,,2017-01-01,,rem
catalogos_clave_unidad596,D92,banda,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad597,D93,Segundo por metro cúbico,,,2017-01-01,,s/m³
catalogos_clave_unidad598,D94,Segundo por metro cúbico Radian,,,2017-01-01,,s/(rad·m³)
catalogos_clave_unidad599,D95,Joule por gramo,,,2017-01-01,,J/g
catalogos_clave_unidad600,D96,Libra bruta,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad601,D98,Libra masiva,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad602,D99,manga,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad603,DAA,Decar,,,2017-01-01,,daa
catalogos_clave_unidad604,DAD,Decena de días,Unidad de tiempo que define el número de días en múltiplos de 10.,,2017-01-01,,
catalogos_clave_unidad605,DAY,Día,Se denomina día (del latín dies) al lapso que tarda la Tierra desde que el Sol está en el punto más alto sobre el horizonte hasta que vuelve a estarlo.,,2017-01-01,,d
catalogos_clave_unidad606,DB,Libra seca,"Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto.",,2017-01-01,,
catalogos_clave_unidad607,DC,Disco (disco),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad608,DD,Grado [unidad de ángulo],Es el resultado de dividir el ángulo llano en 180 partes iguales.,,2017-01-01,,°
catalogos_clave_unidad609,DE,Acuerdo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad610,DEC,Década,Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años).,,2017-01-01,,
catalogos_clave_unidad611,DG,Decigramo,,,2017-01-01,,dg
catalogos_clave_unidad612,DI,dispensador,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad613,DJ,Decagramo,,,2017-01-01,,dag
catalogos_clave_unidad614,DLT,Decilitro,,,2017-01-01,,dl
catalogos_clave_unidad615,DMA,Decámetro cúbico,,,2017-01-01,,dam³
catalogos_clave_unidad616,DMK,Decímetro cuadrado ,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,2017-01-01,,dm²
catalogos_clave_unidad617,DMO,Kiloliter norma,"Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos.",,2017-01-01,,
catalogos_clave_unidad618,DMQ,Decímetro cúbico,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,2017-01-01,,dm³
catalogos_clave_unidad619,DMT,Decímetro,Es una unidad de longitud. Es el primer submúltiplo del metro y equivale a la décima parte de él.,,2017-01-01,,dm
catalogos_clave_unidad620,DN,Decinewton metro,,,2017-01-01,,dN·m
catalogos_clave_unidad621,DPC,Docenas de piezas,"Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar).",,2017-01-01,,
catalogos_clave_unidad622,DPR,Docenas de pares,Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de).,,2017-01-01,,
catalogos_clave_unidad623,DPT,Peso de desplazamiento,"Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas.",,2017-01-01,,
catalogos_clave_unidad624,DQ,registro de datos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad625,DRA,Dram (EUA),"Sinónimo: dracma (Reino Unido), dram Troy",,2017-01-01,,
catalogos_clave_unidad626,DRI,Dram (UK),"Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente, necesitando de un circuito dinámico de refresco que, cada cierto período, revisa dicha carga y la repone en un ciclo de refresco.",,2017-01-01,,
catalogos_clave_unidad627,DRL,Docena de rodillos,"Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos.",,2017-01-01,,
catalogos_clave_unidad628,DRM,Drachm (UK),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad629,DS,monitor,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad630,DT,Tonelada seca,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",,2017-01-01,,
catalogos_clave_unidad631,DTN,Decitonelada métrica,"Sinónimo: centner, métrico 100 kg; Quintal, métrico 100 kg",,2017-01-01,,dt or dtn
catalogos_clave_unidad632,DU,dina,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn
catalogos_clave_unidad633,DWT,Pennyweight,"La unidad obsoleta pennyweight era Unidad de masa utilizada en el Reino Unido antes de 1971. Se consideraba equivalente a la masa de un penique, y equivale a la 1/240 parte de una libra troy. Se abrevia pwt.",,2017-01-01,,
catalogos_clave_unidad634,Dx,Dyne por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn / cm
catalogos_clave_unidad635,DY,Libro de directorio,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad636,DZN,Docena,Unidad de recuento de definir el número de unidades en múltiplos de 12.,,2017-01-01,,DOZ
catalogos_clave_unidad637,DZP,Docena de paquete,Unidad de conteo que define el número de paquetes en múltiplos de 12 (paquete: unidad de embalaje estándar).,,2017-01-01,,
catalogos_clave_unidad638,E01,Newton por centímetro cuadrado,Medida de la presión expresada en newtons por centímetro cuadrado,,2017-01-01,,N/cm²
